,Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Target Value
2253,M,0.65,0.495,0.18,1.793,0.8005,0.339,0.53,14
93,M,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,15
2407,I,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15
27,M,0.605,0.475,0.18,0.9365,0.394,0.219,0.295,15
3239,M,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,15
3911,I,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15
254,M,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15
721,M,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,15
1393,M,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15
3940,F,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15
3288,M,0.535,0.42,0.16,0.72,0.275,0.164,0.225,15
2954,M,0.65,0.52,0.195,1.676,0.693,0.44,0.47,15
358,F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16
3304,I,0.6,0.445,0.175,1.057,0.383,0.216,0.355,16
569,I,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16
2312,M,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16
3218,M,0.675,0.525,0.175,1.402,0.483,0.3205,0.465,16
2154,M,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16
3296,M,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17
2323,F,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,17
3201,F,0.62,0.485,0.22,1.511,0.5095,0.284,0.51,17
745,F,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,17
451,F,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17
599,I,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,17
2150,F,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,18
2351,M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
3278,F,0.655,0.53,0.19,1.428,0.493,0.318,0.565,18
2415,M,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18
2201,M,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,19
3864,M,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,19
311,M,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19
354,M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20
3139,M,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,20
2274,M,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,20
2343,M,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,21
350,F,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22
2334,M,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23
2107,M,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,27
