,Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Target Value
3876,F,0.645,0.5,0.225,1.626,0.587,0.4055,0.41,15
2330,M,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,15
506,M,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15
3321,F,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15
2363,F,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15
257,F,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15
756,F,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15
794,M,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,15
228,F,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,15
623,I,0.465,0.36,0.105,0.498,0.214,0.116,0.14,15
2177,F,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15
270,M,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16
35,F,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16
3889,M,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,16
3902,M,0.635,0.48,0.235,1.064,0.413,0.228,0.36,16
656,F,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16
2180,M,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16
3339,I,0.54,0.435,0.145,0.97,0.4285,0.22,0.264,17
368,F,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17
2236,M,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17
3368,I,0.61,0.46,0.17,1.278,0.41,0.257,0.37,17
572,F,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17
467,F,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,17
128,M,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,18
3258,M,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
3862,F,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18
3395,M,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
2350,M,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,19
426,M,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,19
482,F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19
3391,M,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19
416,M,0.63,0.515,0.165,1.352,0.488,0.349,0.45,20
165,F,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,20
180,M,0.64,0.51,0.175,1.368,0.515,0.266,0.57,21
3929,F,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21
677,F,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,23
2208,F,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,27
