,Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Target Value
1185,F,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,14
2445,F,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14
167,M,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,14
2328,I,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15
504,M,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,15
3276,F,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,15
3881,F,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15
338,F,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15
722,M,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15
806,F,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,15
759,M,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,15
3203,F,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,15
684,M,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,15
353,M,0.635,0.515,0.17,1.275,0.509,0.286,0.34,16
478,M,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16
2137,F,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16
2367,F,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16
682,M,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16
3187,M,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665,16
2160,F,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17
2089,M,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,17
2232,M,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,17
3366,I,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17
239,M,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17
503,F,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,17
657,I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
3236,M,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
612,I,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,18
591,I,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
8,F,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,19
3318,F,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19
441,F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,19
255,M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19
415,F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20
166,F,0.68,0.57,0.205,1.842,0.625,0.408,0.65,20
82,M,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,21
627,I,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,21
673,F,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,23
293,M,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26
