,Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Target Value
2459,M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14
3866,F,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,15
89,M,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15
486,F,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15
2420,I,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15
414,F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15
1932,M,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,15
758,M,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,15
784,M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15
377,M,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,15
409,M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15
3946,M,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16
81,F,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,16
369,F,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,16
3315,M,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16
598,F,0.56,0.445,0.195,0.981,0.305,0.2245,0.335,16
3326,I,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16
3928,F,0.65,0.515,0.215,1.498,0.564,0.323,0.425,16
2156,M,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17
742,F,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17
2261,F,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,17
2314,M,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
2396,I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17
3930,I,0.55,0.44,0.165,0.8605,0.312,0.169,0.3,17
3400,M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
3386,M,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
425,F,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
2269,F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
32,F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19
3913,I,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19
292,F,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19
361,F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20
374,F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,20
3923,F,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,20
309,F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21
231,M,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22
2333,F,0.8,0.63,0.195,2.526,0.933,0.59,0.62,23
479,F,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,29
