,Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Target Value
283,M,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14
271,M,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14
100,M,0.55,0.435,0.145,0.843,0.328,0.1915,0.255,15
2497,M,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15
30,F,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,15
3899,M,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,15
3351,F,0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15
253,M,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15
3161,M,0.64,0.49,0.14,1.194,0.4445,0.238,0.375,15
272,M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15
3336,I,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15
3287,F,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27,15
156,M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,16
362,F,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16
370,F,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16
2347,M,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16
3856,M,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16
3903,M,0.575,0.47,0.165,0.853,0.292,0.179,0.35,16
2207,F,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16
724,F,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,17
744,F,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17
3202,F,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17
2344,F,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,17
3896,F,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,17
2356,M,0.585,0.455,0.125,1.027,0.391,0.212,0.25,17
2209,M,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18
3273,F,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
428,F,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18
2335,F,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
2276,F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19
641,F,0.59,0.45,0.16,0.9,0.358,0.156,0.315,19
3359,F,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,19
71,F,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20
2458,F,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20
3358,I,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20
3150,F,0.665,0.5,0.175,1.742,0.595,0.3025,0.725,21
674,F,0.52,0.395,0.18,0.64,0.158,0.11,0.245,22
2304,F,0.55,0.415,0.135,0.775,0.302,0.179,0.26,23
