,Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Target Value
3869,M,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15
2537,M,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15
481,M,0.57,0.465,0.125,0.849,0.3785,0.1765,0.24,15
2403,I,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15
3381,M,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15
731,M,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15
291,M,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15
777,M,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15
197,M,0.56,0.45,0.16,0.922,0.432,0.178,0.26,15
613,I,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15
163,F,0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,16
450,F,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16
196,M,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16
2389,F,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16
3223,M,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16
3319,F,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16
2437,F,0.515,0.4,0.17,0.796,0.258,0.1755,0.28,16
2337,M,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17
2212,M,0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,17
881,M,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17
3311,F,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17
476,M,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,17
622,F,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17
31,M,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
733,M,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
431,M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
448,F,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
127,M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,19
663,I,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,19
3380,M,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19
2175,F,0.57,0.45,0.17,1.098,0.414,0.187,0.405,20
743,M,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,20
755,M,0.615,0.525,0.155,1.1375,0.367,0.236,0.37,20
2198,F,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,21
269,F,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,22
312,F,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23
