,Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Target Value
265,M,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,14
2472,F,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,14
2318,F,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15
501,F,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15
539,F,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15
455,F,0.64,0.54,0.175,1.221,0.51,0.259,0.39,15
748,M,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15
2273,M,0.695,0.57,0.2,2.033,0.751,0.4255,0.685,15
3176,F,0.505,0.41,0.135,0.657,0.291,0.133,0.195,15
775,M,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15
666,F,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15
2271,M,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,15
3298,M,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16
3299,F,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16
417,F,0.63,0.5,0.155,1.005,0.367,0.199,0.36,16
2306,F,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16
3215,M,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16
508,I,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16
3371,I,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16
2338,M,0.64,0.52,0.2,1.407,0.566,0.304,0.455,17
286,F,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17
761,F,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,17
2398,F,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17
480,M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,17
359,M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
2202,M,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
356,F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
620,I,0.485,0.38,0.14,0.673,0.2175,0.13,0.195,18
3221,M,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
496,F,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,19
671,F,0.53,0.41,0.165,0.8115,0.24,0.169,0.24,19
3372,M,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,19
529,I,0.53,0.42,0.185,0.752,0.299,0.156,0.205,20
2470,M,0.565,0.44,0.175,1.122,0.393,0.2,0.375,20
672,M,0.49,0.39,0.15,0.573,0.225,0.124,0.17,21
468,M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21
500,F,0.62,0.52,0.225,1.1835,0.378,0.27,0.395,23
3148,F,0.7,0.54,0.215,1.978,0.6675,0.3125,0.71,24
