,Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Target Value
149,M,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,15
2495,F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15
3238,F,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,15
2404,I,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,15
728,F,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,15
252,F,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15
882,M,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,15
778,F,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15
379,M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15
3241,M,0.635,0.48,0.19,1.467,0.5825,0.303,0.42,15
6,F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16
3303,F,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16
336,M,0.59,0.45,0.185,1.283,0.473,0.276,0.425,16
3875,M,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16
3337,F,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16
2401,I,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16
2432,F,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16
357,M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17
2210,M,0.565,0.47,0.195,1.142,0.387,0.258,0.35,17
890,M,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17
670,F,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,17
474,M,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17
655,F,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,17
276,M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,18
3917,F,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
429,F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18
2361,F,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
2365,M,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19
3243,F,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,19
592,F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19
5,F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20
3943,M,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20
753,M,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20
810,F,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,21
274,M,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22
313,M,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23
