,Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Target Value
2541,F,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14
2473,M,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14
101,M,0.53,0.435,0.16,0.883,0.316,0.164,0.335,15
492,M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15
541,M,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15
2366,M,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,15
1746,F,0.7,0.535,0.175,1.773,0.6805,0.48,0.512,15
3301,F,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15
279,F,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,15
3166,M,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,15
2190,M,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15
3246,F,0.61,0.495,0.19,1.213,0.464,0.306,0.365,15
406,M,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16
446,M,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,16
686,F,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,16
2382,F,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16
698,F,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,16
2433,I,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16
1956,F,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,16
3262,M,0.565,0.45,0.115,0.9085,0.398,0.197,0.29,17
2220,M,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,17
3270,M,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,17
578,F,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17
2462,M,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,17
2430,F,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
3165,F,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
2475,M,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
317,F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
162,F,0.725,0.56,0.21,2.141,0.65,0.398,1.005,18
2498,M,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,19
364,M,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19
581,F,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,19
2357,F,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20
3192,M,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,20
427,F,0.56,0.455,0.125,0.943,0.344,0.129,0.375,21
2179,F,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,21
2435,M,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23
2200,F,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25
